EmployeeID,Name,Department,Salary,Age,Work_Experience
E4633,Employee_4633,Sales,65384,39,10
E4634,Employee_4634,Marketing,56089,36,24
E4635,Employee_4635,Sales,53275,46,7
E4636,Employee_4636,Finance,73235,37,36
E4637,Employee_4637,Finance,40595,53,39
E4638,Employee_4638,Marketing,74940,58,19
E4639,Employee_4639,IT,39489,31,26
E4640,Employee_4640,Sales,84996,56,5
E4641,Employee_4641,IT,51496,40,10
E4642,Employee_4642,Finance,94200,42,39
E4643,Employee_4643,Marketing,59599,54,28
E4644,Employee_4644,Finance,35862,29,15
E4645,Employee_4645,Finance,51228,34,15
E4646,Employee_4646,IT,65252,60,24
E4647,Employee_4647,Marketing,89724,43,20
E4648,Employee_4648,IT,39563,30,33
E4649,Employee_4649,HR,75090,50,15
E4650,Employee_4650,Sales,75717,55,35
E4651,Employee_4651,Marketing,66910,38,31
E4652,Employee_4652,HR,69630,48,5
E4653,Employee_4653,Marketing,64875,29,28
E4654,Employee_4654,IT,30116,40,21
E4655,Employee_4655,Finance,38949,22,10
E4656,Employee_4656,IT,83447,45,17
E4657,Employee_4657,HR,75115,32,40
E4658,Employee_4658,HR,86108,41,27
E4659,Employee_4659,HR,70103,36,1
E4660,Employee_4660,IT,56330,36,18
E4661,Employee_4661,Marketing,70461,33,31
E4662,Employee_4662,Sales,53997,57,11
E4663,Employee_4663,Marketing,57979,39,22
E4664,Employee_4664,Finance,79637,42,6
E4665,Employee_4665,IT,84416,56,34
E4666,Employee_4666,IT,54713,22,33
E4667,Employee_4667,IT,52784,56,36
E4668,Employee_4668,HR,99462,50,38
E4669,Employee_4669,IT,46900,47,6
E4670,Employee_4670,Finance,43503,23,32
E4671,Employee_4671,Finance,39589,35,2
E4672,Employee_4672,Finance,36595,48,10
E4673,Employee_4673,Marketing,70428,39,39
E4674,Employee_4674,IT,84937,39,23
E4675,Employee_4675,HR,47873,51,21
E4676,Employee_4676,HR,54522,51,26
E4677,Employee_4677,IT,72256,55,10
E4678,Employee_4678,IT,88096,40,40
E4679,Employee_4679,Sales,47416,44,33
E4680,Employee_4680,Finance,72239,58,37
E4681,Employee_4681,Finance,31918,26,25
E4682,Employee_4682,Finance,80209,48,1
E4683,Employee_4683,HR,49413,41,37
E4684,Employee_4684,Finance,94419,60,31
E4685,Employee_4685,Marketing,90840,58,16
E4686,Employee_4686,Sales,88693,42,11
E4687,Employee_4687,IT,35391,55,34
E4688,Employee_4688,Marketing,43092,30,26
E4689,Employee_4689,IT,31215,52,24
E4690,Employee_4690,Finance,41606,45,30
E4691,Employee_4691,Finance,98874,28,1
E4692,Employee_4692,Marketing,93461,39,1
E4693,Employee_4693,Marketing,51455,59,19
E4694,Employee_4694,Finance,54674,53,22
E4695,Employee_4695,Finance,70230,59,23
E4696,Employee_4696,IT,81952,23,29
E4697,Employee_4697,IT,36831,39,27
E4698,Employee_4698,Finance,57258,24,25
E4699,Employee_4699,HR,63352,43,15
E4700,Employee_4700,Marketing,49313,39,36
E4701,Employee_4701,Finance,71725,56,25
E4702,Employee_4702,Sales,35263,36,27
E4703,Employee_4703,Sales,80408,42,38
E4704,Employee_4704,IT,55984,22,2
E4705,Employee_4705,Sales,38962,26,3
E4706,Employee_4706,HR,67695,57,35
E4707,Employee_4707,Finance,92818,56,27
E4708,Employee_4708,IT,92367,25,14
E4709,Employee_4709,Marketing,41796,42,23
E4710,Employee_4710,HR,61925,44,10
E4711,Employee_4711,IT,57397,40,11
E4712,Employee_4712,Marketing,78579,26,22
E4713,Employee_4713,IT,94447,36,14
E4714,Employee_4714,Sales,61505,37,34
E4715,Employee_4715,Sales,60075,33,28
E4716,Employee_4716,Marketing,36275,24,40
E4717,Employee_4717,IT,68513,50,38
E4718,Employee_4718,Finance,96031,40,28
E4719,Employee_4719,IT,40650,22,7
E4720,Employee_4720,Marketing,97382,22,20
E4721,Employee_4721,HR,83125,56,7
E4722,Employee_4722,Finance,70703,57,30
E4723,Employee_4723,HR,65828,33,8
E4724,Employee_4724,Finance,54912,50,19
E4725,Employee_4725,Marketing,80665,42,16
E4726,Employee_4726,Marketing,53826,23,20
E4727,Employee_4727,HR,34587,25,1
E4728,Employee_4728,Finance,80997,35,32
E4729,Employee_4729,Finance,69621,52,3
E4730,Employee_4730,Finance,51197,26,36
E4731,Employee_4731,Finance,85051,35,33
E4732,Employee_4732,Sales,40884,23,2
E4733,Employee_4733,Marketing,85695,58,14
E4734,Employee_4734,HR,99333,42,29
E4735,Employee_4735,HR,71232,27,32
E4736,Employee_4736,Sales,63249,35,3
E4737,Employee_4737,Sales,89152,39,24
E4738,Employee_4738,Marketing,84226,41,19
E4739,Employee_4739,IT,51311,43,6
E4740,Employee_4740,Sales,69247,35,33
E4741,Employee_4741,Sales,82126,45,36
E4742,Employee_4742,Finance,85577,51,8
E4743,Employee_4743,Finance,73981,38,12
E4744,Employee_4744,Sales,40290,26,22
E4745,Employee_4745,Finance,34438,22,40
E4746,Employee_4746,Sales,90627,56,17
E4747,Employee_4747,IT,37081,48,35
E4748,Employee_4748,Sales,55939,54,21
E4749,Employee_4749,Marketing,47283,39,33
E4750,Employee_4750,Sales,61261,55,7
E4751,Employee_4751,Marketing,98087,52,12
E4752,Employee_4752,Finance,94587,46,30
E4753,Employee_4753,Finance,62445,55,33
E4754,Employee_4754,Finance,69675,45,10
E4755,Employee_4755,Finance,74779,30,3
E4756,Employee_4756,Sales,92993,35,8
E4757,Employee_4757,HR,93926,40,6
E4758,Employee_4758,Sales,64372,34,9
E4759,Employee_4759,Sales,30871,48,12
E4760,Employee_4760,Marketing,31976,44,2
E4761,Employee_4761,Sales,59510,34,24
E4762,Employee_4762,Finance,35362,56,28
E4763,Employee_4763,Marketing,34271,57,21
E4764,Employee_4764,Sales,94081,23,24
E4765,Employee_4765,Marketing,66301,37,32
E4766,Employee_4766,Marketing,59289,34,36
E4767,Employee_4767,Finance,82831,31,37
E4768,Employee_4768,Marketing,52420,37,12
E4769,Employee_4769,HR,78071,36,22
E4770,Employee_4770,Sales,64256,38,39
E4771,Employee_4771,Sales,38997,27,23
E4772,Employee_4772,Sales,68069,25,19
E4773,Employee_4773,Sales,38886,27,37
E4774,Employee_4774,Marketing,41037,38,13
E4775,Employee_4775,Sales,74372,42,32
E4776,Employee_4776,Marketing,63096,49,38
E4777,Employee_4777,HR,89681,45,13
E4778,Employee_4778,Marketing,41798,37,28
E4779,Employee_4779,HR,90860,26,28
E4780,Employee_4780,Sales,94233,57,9
E4781,Employee_4781,IT,44942,26,9
E4782,Employee_4782,Sales,43048,33,36
E4783,Employee_4783,Marketing,64416,43,13
E4784,Employee_4784,Marketing,75917,32,32
E4785,Employee_4785,Marketing,60016,27,31
E4786,Employee_4786,Marketing,92897,41,14
E4787,Employee_4787,Finance,74524,26,15
E4788,Employee_4788,IT,93213,39,9
E4789,Employee_4789,Marketing,63487,52,19
E4790,Employee_4790,HR,89914,55,7
E4791,Employee_4791,Sales,47675,50,19
E4792,Employee_4792,Sales,82873,36,33
E4793,Employee_4793,IT,63970,23,23
E4794,Employee_4794,Sales,50874,22,22
E4795,Employee_4795,Marketing,77432,35,32
E4796,Employee_4796,IT,38831,57,24
E4797,Employee_4797,Finance,52285,48,3
E4798,Employee_4798,HR,87999,43,37
E4799,Employee_4799,HR,55784,50,7
E4800,Employee_4800,HR,84872,25,2
E4801,Employee_4801,HR,79221,43,14
E4802,Employee_4802,IT,79281,36,19
E4803,Employee_4803,IT,59207,32,10
E4804,Employee_4804,Finance,55609,59,27
E4805,Employee_4805,IT,68784,46,28
E4806,Employee_4806,Marketing,41475,50,33
E4807,Employee_4807,Sales,68317,54,16
E4808,Employee_4808,IT,96738,42,16
E4809,Employee_4809,Marketing,75906,23,10
E4810,Employee_4810,HR,65990,27,23
E4811,Employee_4811,Marketing,67692,26,32
E4812,Employee_4812,HR,40718,25,11
E4813,Employee_4813,HR,93803,60,35
E4814,Employee_4814,Sales,99159,58,1
E4815,Employee_4815,Sales,74143,52,20
E4816,Employee_4816,Marketing,41426,54,15
E4817,Employee_4817,IT,52210,51,4
E4818,Employee_4818,Sales,31191,60,28
E4819,Employee_4819,Sales,41195,32,1
E4820,Employee_4820,Sales,92360,50,16
E4821,Employee_4821,Finance,31999,36,35
E4822,Employee_4822,Sales,32668,41,5
E4823,Employee_4823,HR,92753,45,13
E4824,Employee_4824,IT,65777,25,22
E4825,Employee_4825,Marketing,58830,57,40
E4826,Employee_4826,Finance,53779,25,36
E4827,Employee_4827,Sales,32745,54,5
E4828,Employee_4828,Sales,66753,28,9
E4829,Employee_4829,HR,35455,58,3
E4830,Employee_4830,IT,48255,25,9
E4831,Employee_4831,Finance,78250,59,7
E4832,Employee_4832,Sales,71385,27,40
E4833,Employee_4833,Marketing,79902,34,12
E4834,Employee_4834,Finance,61398,30,5
E4835,Employee_4835,Sales,82300,35,34
E4836,Employee_4836,HR,83455,39,17
E4837,Employee_4837,Finance,60123,23,2
E4838,Employee_4838,IT,60659,32,29
E4839,Employee_4839,Marketing,49473,54,21
E4840,Employee_4840,Finance,57744,57,34
E4841,Employee_4841,IT,45209,43,3
E4842,Employee_4842,Finance,49462,45,31
E4843,Employee_4843,Finance,85198,25,26
E4844,Employee_4844,Finance,42631,59,13
E4845,Employee_4845,Marketing,69334,39,16
E4846,Employee_4846,HR,87963,53,21
E4847,Employee_4847,Sales,80102,31,1
E4848,Employee_4848,IT,49093,46,17
E4849,Employee_4849,Sales,33683,23,31
E4850,Employee_4850,Sales,47275,39,21
E4851,Employee_4851,Marketing,87734,59,40
E4852,Employee_4852,Sales,81820,31,34
E4853,Employee_4853,IT,94841,46,21
E4854,Employee_4854,Marketing,59074,53,21
E4855,Employee_4855,Marketing,48097,39,18
E4856,Employee_4856,HR,70671,53,19
E4857,Employee_4857,HR,76776,54,37
E4858,Employee_4858,IT,43253,29,5
E4859,Employee_4859,IT,50759,32,5
E4860,Employee_4860,Finance,99342,45,17
E4861,Employee_4861,IT,43990,34,30
E4862,Employee_4862,HR,71095,58,22
E4863,Employee_4863,Sales,89610,26,6
E4864,Employee_4864,Sales,85959,37,39
E4865,Employee_4865,IT,91041,58,22
E4866,Employee_4866,Sales,45448,42,25
E4867,Employee_4867,Finance,83452,28,12
E4868,Employee_4868,Finance,44297,32,40
E4869,Employee_4869,IT,75380,54,23
E4870,Employee_4870,HR,77786,51,27
E4871,Employee_4871,IT,48861,46,24
E4872,Employee_4872,Sales,96030,56,27
E4873,Employee_4873,Sales,33277,40,1
E4874,Employee_4874,IT,56674,28,5
E4875,Employee_4875,Marketing,67298,26,38
E4876,Employee_4876,Marketing,45357,28,15
E4877,Employee_4877,Finance,78960,28,1
E4878,Employee_4878,Sales,35220,50,6
E4879,Employee_4879,HR,43083,57,4
E4880,Employee_4880,IT,87144,34,26
E4881,Employee_4881,IT,53455,23,31
E4882,Employee_4882,HR,34548,32,22
E4883,Employee_4883,IT,35837,35,36
E4884,Employee_4884,IT,92831,44,7
E4885,Employee_4885,Sales,37508,36,6
E4886,Employee_4886,Sales,57689,42,36
E4887,Employee_4887,Finance,99098,40,17
E4888,Employee_4888,Sales,87733,43,7
E4889,Employee_4889,IT,81522,35,21
E4890,Employee_4890,Sales,64086,46,28
E4891,Employee_4891,HR,82216,40,12
E4892,Employee_4892,IT,81014,33,14
E4893,Employee_4893,Finance,77198,29,22
E4894,Employee_4894,Marketing,70752,45,2
E4895,Employee_4895,IT,98644,57,30
E4896,Employee_4896,Sales,97071,31,2
E4897,Employee_4897,IT,56782,32,35
E4898,Employee_4898,Marketing,32311,54,37
E4899,Employee_4899,IT,56980,60,26
E4900,Employee_4900,Marketing,94818,33,24
E4901,Employee_4901,Marketing,67254,29,30
E4902,Employee_4902,IT,70309,55,1
E4903,Employee_4903,IT,60749,50,16
E4904,Employee_4904,Sales,58439,30,5
E4905,Employee_4905,Finance,34999,50,30
E4906,Employee_4906,Marketing,80641,55,28
E4907,Employee_4907,Finance,78628,50,17
E4908,Employee_4908,Marketing,36182,39,34
E4909,Employee_4909,Finance,45907,46,7
E4910,Employee_4910,HR,71193,34,5
E4911,Employee_4911,IT,83471,60,1
E4912,Employee_4912,Finance,74336,42,10
E4913,Employee_4913,Finance,49744,25,19
E4914,Employee_4914,Sales,91593,53,32
E4915,Employee_4915,IT,76702,28,38
E4916,Employee_4916,Finance,82438,46,40
E4917,Employee_4917,Sales,51422,25,39
E4918,Employee_4918,Finance,35065,36,14
E4919,Employee_4919,HR,34494,41,11
E4920,Employee_4920,Sales,41743,45,1
E4921,Employee_4921,IT,97512,24,10
E4922,Employee_4922,IT,35157,33,8
E4923,Employee_4923,IT,98852,47,3
E4924,Employee_4924,Finance,91986,47,4
E4925,Employee_4925,Sales,56083,33,20
E4926,Employee_4926,IT,45937,59,15
E4927,Employee_4927,Finance,31143,31,8
E4928,Employee_4928,Marketing,46583,30,25
E4929,Employee_4929,IT,48463,40,23
E4930,Employee_4930,Marketing,91566,56,16
E4931,Employee_4931,Sales,37638,28,1
E4932,Employee_4932,Sales,49340,37,22
E4933,Employee_4933,HR,74641,22,7
E4934,Employee_4934,HR,62911,49,33
E4935,Employee_4935,Sales,71044,23,32
E4936,Employee_4936,Finance,62536,23,21
E4937,Employee_4937,Sales,53528,51,31
E4938,Employee_4938,HR,54682,42,20
E4939,Employee_4939,Finance,87574,32,3
E4940,Employee_4940,Sales,56292,25,20
E4941,Employee_4941,Marketing,31555,38,13
E4942,Employee_4942,Marketing,59017,38,34
E4943,Employee_4943,IT,51881,59,17
E4944,Employee_4944,Marketing,82015,54,20
E4945,Employee_4945,Sales,89931,24,12
E4946,Employee_4946,Sales,38263,54,34
E4947,Employee_4947,Finance,30399,56,3
E4948,Employee_4948,Marketing,35678,52,21
E4949,Employee_4949,Marketing,44683,43,39
E4950,Employee_4950,HR,62253,55,23
E4951,Employee_4951,Finance,55244,24,24
E4952,Employee_4952,Sales,83458,30,6
E4953,Employee_4953,Sales,39333,42,20
E4954,Employee_4954,HR,69184,59,21
E4955,Employee_4955,Marketing,85818,25,20
E4956,Employee_4956,Finance,87530,37,39
E4957,Employee_4957,Finance,63228,43,40
E4958,Employee_4958,Marketing,34831,57,16
E4959,Employee_4959,IT,32910,53,24
E4960,Employee_4960,IT,71176,57,36
E4961,Employee_4961,IT,87283,29,30
E4962,Employee_4962,IT,43874,37,6
E4963,Employee_4963,Sales,47820,23,18
E4964,Employee_4964,IT,92272,47,36
E4965,Employee_4965,Finance,91293,38,10
E4966,Employee_4966,HR,48771,44,13
E4967,Employee_4967,Marketing,91609,44,24
E4968,Employee_4968,Finance,75133,35,40
E4969,Employee_4969,IT,56711,23,12
E4970,Employee_4970,IT,72893,59,30
E4971,Employee_4971,HR,60522,40,17
E4972,Employee_4972,Sales,85296,28,32
E4973,Employee_4973,Marketing,58632,37,8
E4974,Employee_4974,Marketing,48724,31,3
E4975,Employee_4975,Marketing,69397,58,40
E4976,Employee_4976,Finance,83110,60,36
E4977,Employee_4977,Marketing,32750,51,19
E4978,Employee_4978,Finance,60227,31,9
E4979,Employee_4979,Marketing,96958,39,20
E4980,Employee_4980,Marketing,78501,29,21
E4981,Employee_4981,Marketing,42673,22,22
E4982,Employee_4982,Finance,74760,25,34
E4983,Employee_4983,HR,70564,39,30
E4984,Employee_4984,IT,72948,59,31
E4985,Employee_4985,IT,43770,54,15
E4986,Employee_4986,HR,82485,54,34
E4987,Employee_4987,Sales,96560,22,28
E4988,Employee_4988,IT,33089,25,7
E4989,Employee_4989,Sales,73108,48,20
E4990,Employee_4990,IT,85980,32,22
E4991,Employee_4991,Sales,39232,34,29
E4992,Employee_4992,HR,79396,50,34
E4993,Employee_4993,HR,77487,48,39
E4994,Employee_4994,Finance,62799,53,19
E4995,Employee_4995,IT,50158,40,11
E4996,Employee_4996,Marketing,85592,37,4
E4997,Employee_4997,HR,89651,36,26
E4998,Employee_4998,Finance,94882,46,15
E4999,Employee_4999,Finance,92659,27,27
E5000,Employee_5000,Finance,70327,54,19
E5001,Employee_5001,Sales,34865,30,24
E5002,Employee_5002,Sales,33572,54,25
E5003,Employee_5003,Marketing,97226,58,13
E5004,Employee_5004,IT,43816,32,35
E5005,Employee_5005,Sales,51189,40,2
E5006,Employee_5006,Marketing,72910,56,32
E5007,Employee_5007,Finance,55723,36,14
E5008,Employee_5008,Finance,37381,49,33
E5009,Employee_5009,IT,38396,27,37
E5010,Employee_5010,HR,72776,30,31
E5011,Employee_5011,Sales,59524,56,31
E5012,Employee_5012,Sales,30792,28,29
E5013,Employee_5013,HR,83720,43,31
E5014,Employee_5014,IT,69991,56,15
E5015,Employee_5015,Marketing,87674,51,13
E5016,Employee_5016,Marketing,65442,28,10
E5017,Employee_5017,Marketing,92465,24,32
E5018,Employee_5018,Sales,56556,53,32
E5019,Employee_5019,IT,87769,31,23
E5020,Employee_5020,IT,71615,32,30
E5021,Employee_5021,Finance,86885,49,23
E5022,Employee_5022,Marketing,35415,25,17
E5023,Employee_5023,Finance,64609,56,12
E5024,Employee_5024,IT,64282,25,14
E5025,Employee_5025,Marketing,34052,41,10
E5026,Employee_5026,Marketing,48667,28,26
E5027,Employee_5027,HR,46376,49,1
E5028,Employee_5028,Finance,92361,46,12
E5029,Employee_5029,Marketing,52615,22,22
E5030,Employee_5030,Marketing,99914,59,3
E5031,Employee_5031,HR,79371,48,1
E5032,Employee_5032,Finance,87571,26,26
E5033,Employee_5033,HR,51339,24,6
E5034,Employee_5034,HR,39224,26,32
E5035,Employee_5035,Finance,45008,47,22
E5036,Employee_5036,Sales,58576,38,37
E5037,Employee_5037,Sales,79122,29,36
E5038,Employee_5038,Finance,89606,33,10
E5039,Employee_5039,Finance,59201,36,12
E5040,Employee_5040,Finance,33180,28,39
E5041,Employee_5041,Finance,44716,51,18
E5042,Employee_5042,IT,88679,50,40
E5043,Employee_5043,Finance,30460,45,8
E5044,Employee_5044,HR,51379,29,38
E5045,Employee_5045,Sales,52455,37,18
E5046,Employee_5046,Marketing,62275,32,28
E5047,Employee_5047,Finance,40503,58,20
E5048,Employee_5048,Sales,67981,47,35
E5049,Employee_5049,Sales,41021,59,4
E5050,Employee_5050,Marketing,59557,49,30
E5051,Employee_5051,Sales,81875,52,20
E5052,Employee_5052,Finance,92313,42,32
E5053,Employee_5053,IT,63796,45,40
E5054,Employee_5054,Marketing,60854,56,8
E5055,Employee_5055,Finance,33763,50,8
E5056,Employee_5056,Sales,80759,45,17
E5057,Employee_5057,Finance,93964,33,5
E5058,Employee_5058,Sales,86806,39,35
E5059,Employee_5059,HR,52820,35,31
E5060,Employee_5060,Finance,72846,42,29
E5061,Employee_5061,Sales,92076,46,30
E5062,Employee_5062,Sales,38984,43,21
E5063,Employee_5063,HR,70977,55,30
E5064,Employee_5064,Sales,42273,53,15
E5065,Employee_5065,Sales,87574,41,12
E5066,Employee_5066,Marketing,78040,31,5
E5067,Employee_5067,HR,51554,56,15
E5068,Employee_5068,Marketing,84246,40,14
E5069,Employee_5069,IT,41221,23,9
E5070,Employee_5070,HR,69445,27,25
E5071,Employee_5071,Finance,97308,55,28
E5072,Employee_5072,Sales,81932,41,19
E5073,Employee_5073,Marketing,96107,39,16
E5074,Employee_5074,HR,67791,59,25
E5075,Employee_5075,Sales,54889,52,4
E5076,Employee_5076,IT,93078,43,38
E5077,Employee_5077,HR,61445,37,12
E5078,Employee_5078,Marketing,79681,34,14
E5079,Employee_5079,Sales,67661,44,12
E5080,Employee_5080,IT,40377,50,33
E5081,Employee_5081,Sales,80019,26,30
E5082,Employee_5082,Marketing,71833,56,38
E5083,Employee_5083,Finance,97743,36,36
E5084,Employee_5084,Finance,48446,29,40
E5085,Employee_5085,Sales,36911,24,31
E5086,Employee_5086,Sales,90172,33,12
E5087,Employee_5087,HR,57132,47,24
E5088,Employee_5088,IT,32405,27,6
E5089,Employee_5089,HR,89633,46,30
E5090,Employee_5090,IT,45388,53,2
E5091,Employee_5091,IT,72786,43,9
E5092,Employee_5092,IT,46050,60,25
E5093,Employee_5093,Marketing,34849,52,34
E5094,Employee_5094,Finance,51014,32,40
E5095,Employee_5095,Sales,48458,53,36
E5096,Employee_5096,HR,90965,54,14
E5097,Employee_5097,IT,80386,47,23
E5098,Employee_5098,Finance,53559,49,28
E5099,Employee_5099,Sales,74349,35,11
E5100,Employee_5100,Sales,64672,48,16
E5101,Employee_5101,Finance,74329,30,29
E5102,Employee_5102,IT,33612,36,29
E5103,Employee_5103,Marketing,93060,28,5
E5104,Employee_5104,Marketing,64945,50,25
E5105,Employee_5105,IT,37607,40,21
E5106,Employee_5106,HR,65384,36,12
E5107,Employee_5107,HR,51595,56,3
E5108,Employee_5108,IT,92010,53,38
E5109,Employee_5109,Finance,68431,45,30
E5110,Employee_5110,Marketing,74081,52,39
E5111,Employee_5111,Marketing,52163,60,13
E5112,Employee_5112,Sales,51266,54,8
E5113,Employee_5113,Marketing,73219,24,12
E5114,Employee_5114,Marketing,56337,26,9
E5115,Employee_5115,Finance,34822,57,32
E5116,Employee_5116,Marketing,61496,32,16
E5117,Employee_5117,IT,41056,33,14
E5118,Employee_5118,Sales,73300,51,25
E5119,Employee_5119,HR,91356,43,40
E5120,Employee_5120,HR,83217,54,5
E5121,Employee_5121,Marketing,56709,46,27
E5122,Employee_5122,IT,68432,32,30
E5123,Employee_5123,HR,80382,40,19
E5124,Employee_5124,IT,49622,54,40
E5125,Employee_5125,Sales,59563,52,15
E5126,Employee_5126,HR,30492,42,1
E5127,Employee_5127,Sales,90992,37,15
E5128,Employee_5128,Marketing,31475,58,9
E5129,Employee_5129,IT,34992,25,17
E5130,Employee_5130,HR,58695,49,11
E5131,Employee_5131,Marketing,32473,60,13
E5132,Employee_5132,Finance,54326,56,15
E5133,Employee_5133,Marketing,93331,52,31
E5134,Employee_5134,Marketing,67683,53,6
E5135,Employee_5135,Finance,75693,55,37
E5136,Employee_5136,Sales,72117,38,16
E5137,Employee_5137,HR,37204,33,21
E5138,Employee_5138,IT,38495,34,32
E5139,Employee_5139,Finance,81009,52,37
E5140,Employee_5140,IT,63391,24,12
E5141,Employee_5141,Sales,37955,35,11
E5142,Employee_5142,Sales,73736,39,24
E5143,Employee_5143,Sales,79488,29,7
E5144,Employee_5144,HR,65935,33,18
E5145,Employee_5145,IT,40559,51,14
E5146,Employee_5146,Marketing,87099,30,12
E5147,Employee_5147,HR,65055,36,25
E5148,Employee_5148,HR,54509,57,27
E5149,Employee_5149,HR,76471,41,27
E5150,Employee_5150,Sales,65618,35,26
E5151,Employee_5151,IT,56112,35,13
E5152,Employee_5152,IT,39639,25,8
E5153,Employee_5153,Marketing,80599,25,30
E5154,Employee_5154,Marketing,51346,55,3
E5155,Employee_5155,HR,67895,23,13
E5156,Employee_5156,HR,89511,32,34
E5157,Employee_5157,Sales,63291,22,18
E5158,Employee_5158,Sales,55363,30,17
E5159,Employee_5159,Marketing,82572,43,31
E5160,Employee_5160,HR,67400,51,36
E5161,Employee_5161,Finance,49122,43,37
E5162,Employee_5162,Finance,68114,39,39
E5163,Employee_5163,Sales,88366,53,8
E5164,Employee_5164,Sales,30026,47,20
E5165,Employee_5165,Marketing,56259,59,32
E5166,Employee_5166,HR,44067,39,4
E5167,Employee_5167,HR,64665,57,24
E5168,Employee_5168,HR,77353,36,17
E5169,Employee_5169,Finance,96202,54,32
E5170,Employee_5170,Marketing,48069,60,10
E5171,Employee_5171,Finance,91103,40,22
E5172,Employee_5172,IT,39425,60,17
E5173,Employee_5173,Marketing,54043,55,18
E5174,Employee_5174,IT,97301,42,31
E5175,Employee_5175,HR,43679,48,20
E5176,Employee_5176,IT,56411,35,34
E5177,Employee_5177,IT,49382,32,35
E5178,Employee_5178,Sales,75575,34,8
E5179,Employee_5179,Sales,62435,42,31
E5180,Employee_5180,Marketing,37515,56,22
E5181,Employee_5181,Sales,98985,60,15
E5182,Employee_5182,Marketing,93556,54,1
E5183,Employee_5183,Finance,39211,33,15
E5184,Employee_5184,Finance,55041,54,29
E5185,Employee_5185,Sales,88824,23,5
E5186,Employee_5186,IT,77600,50,22
E5187,Employee_5187,HR,93812,37,39
E5188,Employee_5188,HR,81694,37,10
E5189,Employee_5189,HR,62346,41,39
E5190,Employee_5190,IT,85073,59,8
E5191,Employee_5191,HR,79017,35,37
E5192,Employee_5192,Finance,63276,45,14
E5193,Employee_5193,Sales,37233,44,23
E5194,Employee_5194,Finance,99494,22,10
E5195,Employee_5195,Marketing,77366,37,35
E5196,Employee_5196,Sales,81952,39,36
E5197,Employee_5197,Finance,77220,44,16
E5198,Employee_5198,Marketing,80282,52,33
E5199,Employee_5199,Finance,96128,27,12
E5200,Employee_5200,IT,53922,60,31
E5201,Employee_5201,Sales,66809,29,6
E5202,Employee_5202,Marketing,55806,26,21
E5203,Employee_5203,Finance,55361,54,13
E5204,Employee_5204,Finance,95223,30,21
E5205,Employee_5205,Sales,46319,45,8
E5206,Employee_5206,Marketing,54463,38,15
E5207,Employee_5207,IT,54651,37,3
E5208,Employee_5208,Marketing,50986,30,18
E5209,Employee_5209,Finance,79121,35,37
E5210,Employee_5210,IT,64681,41,7
E5211,Employee_5211,Finance,75540,25,34
E5212,Employee_5212,Marketing,81197,50,11
E5213,Employee_5213,IT,71772,27,9
E5214,Employee_5214,IT,74461,35,35
E5215,Employee_5215,Sales,83400,28,6
E5216,Employee_5216,Marketing,98813,24,30
E5217,Employee_5217,Marketing,98846,33,7
E5218,Employee_5218,HR,83548,43,23
E5219,Employee_5219,Marketing,63727,22,33
E5220,Employee_5220,Sales,43310,35,18
E5221,Employee_5221,Sales,82768,22,17
E5222,Employee_5222,Sales,77898,30,3
E5223,Employee_5223,HR,90159,38,18
E5224,Employee_5224,Finance,69666,23,25
E5225,Employee_5225,Marketing,77618,23,14
E5226,Employee_5226,Marketing,30195,41,11
E5227,Employee_5227,Sales,67543,22,28
E5228,Employee_5228,Finance,75684,33,4
E5229,Employee_5229,HR,61524,48,31
E5230,Employee_5230,Finance,49977,46,24
E5231,Employee_5231,Finance,64201,42,13
E5232,Employee_5232,Finance,52945,29,16
E5233,Employee_5233,Marketing,58181,30,5
E5234,Employee_5234,Sales,60602,37,11
E5235,Employee_5235,Sales,46682,33,1
E5236,Employee_5236,HR,70611,27,28
E5237,Employee_5237,Sales,50102,26,14
E5238,Employee_5238,Sales,77292,50,26
E5239,Employee_5239,Sales,43954,30,34
E5240,Employee_5240,Finance,91601,39,15
E5241,Employee_5241,Marketing,47511,60,23
E5242,Employee_5242,Sales,93313,49,31
E5243,Employee_5243,HR,59889,28,22
E5244,Employee_5244,IT,82309,25,10
E5245,Employee_5245,Marketing,39634,44,29
E5246,Employee_5246,HR,63123,41,37
E5247,Employee_5247,Finance,70337,35,17
E5248,Employee_5248,Sales,57817,29,23
E5249,Employee_5249,Finance,45739,49,21
E5250,Employee_5250,Sales,43085,33,5
E5251,Employee_5251,IT,64816,33,31
E5252,Employee_5252,Finance,57984,44,10
E5253,Employee_5253,Finance,94655,31,33
E5254,Employee_5254,HR,84928,50,36
E5255,Employee_5255,HR,82364,33,27
E5256,Employee_5256,IT,38028,46,12
E5257,Employee_5257,Marketing,63527,60,21
E5258,Employee_5258,Finance,80479,57,36
E5259,Employee_5259,Marketing,67585,37,31
E5260,Employee_5260,Finance,75305,26,14
E5261,Employee_5261,IT,97374,54,10
E5262,Employee_5262,HR,31472,58,17
E5263,Employee_5263,HR,63649,51,14
E5264,Employee_5264,Finance,63113,39,5
E5265,Employee_5265,Finance,76137,30,17
E5266,Employee_5266,Sales,61380,34,35
E5267,Employee_5267,HR,34086,45,3
E5268,Employee_5268,Marketing,79011,44,11
E5269,Employee_5269,IT,93488,27,20
E5270,Employee_5270,Marketing,92038,43,24
E5271,Employee_5271,HR,48897,30,31
